start	end	text
5227010	5232050	you are effectively saying i can solve for global optima you know landscape with many local optima
5233570	5239010	so if you know what those words mean then you already see the seed of the answer right if you if
5239010	5246050	there is something you can optimize and it's a very bumpy optimal uh landscape you're going to get
5246050	5252210	stuck in local minima the idea of recursive self-improvement is the man it's a magical spell
5252210	5257970	that takes you out of a local minima to a better local minima or you're into a global minima so this
5257970	5262690	is the and once you identify that that's the magic spell that people are talking about then you ask what
5262690	5268930	is the cost of getting from a local minima to another local minima in an optimization landscape and then
5268930	5274850	you start to write down numbers and you start to write down that you have to write down every parameter
5274850	5280210	that you've tried in order to to verify that one local minima is better than another and then we can
5280210	5287250	talk about dimension there is an argument it takes 10 deductive steps i would say uh to prove that we
5287250	5295580	run out of memory before we run out of before we get anywhere close to this magical thing is this
5295580	5302300	somehow published somewhere no but it's you can string it together from a bunch of moments it's
5302300	5308700	uh and the thing is i'll convince maybe you maybe two or three people in this room and then other
5308700	5313980	people will be like no no i don't believe you uh you didn't think about this and then we'll add in
5313980	5318860	that factor have a new argument and then no i've seen these narratives go along before in various fields
5318860	5325660	of scientific endeavor uh just disproving one version of the statement just encourages people to come up
5325660	5330620	with new with new versions of the statement and that carries the discussion away from where it should
5330620	5339390	be so we can formalize it and you know it's this still might be the right place to do this but yeah
5339390	5344910	and so like from your personal view it's something that it's it it's a concern for you and maybe that
5344910	5353600	i should listen to that and you know as a signal but um actually maybe the right time to ask the
5353600	5359040	question you are all what level are you now masters bachelors so i mean some of you are in all of them
5359040	5367040	are in the same semester but me i'm one semester high okay right so you've all kind of done your
5367040	5375120	bachelor projects right so you've done your bachelor and you're now thinking about masters or doing
5375120	5382000	masters right and then you're all thinking about doing something after masters because this might be
5382000	5386880	the right moment to have this discussion right what is your your direct general directions you're in
5386880	5394560	the theoretical physics institute all of you i think i've seen all of you right yeah not yeah i'm uh
5394560	5399760	might go into energy workshop okay well maybe yeah that's maybe it's a good place to go
5403900	5412610	and phds are a thought in your heads or not maybe if you go to energy you still do a phd there you know
5412610	5419090	um why am i asking this because you're probably thinking about academic things then researching
5419090	5432050	things right you know what what do you want to create then something in the physics domain so the
5432050	5439490	problem i find interesting at the moment is uh really understanding that's theorem and which version
5439490	5445090	of it is true but that's a problem about understanding not about having a proof that's but that's an
5445090	5451010	interesting take home here really understanding maybe because if we collect questions like this
5451970	5457970	we might see that we can use ai tools to help in in the more abstract task of really understanding it
5457970	5465890	right now but so i had uh quantum physics with mr werner four years ago and since then i tried to really get
5465890	5474050	to the ground of it but and have various versions of it but i never managed to really say okay yeah
5474050	5482210	that's true and this version is the one that's correct interesting so but you would it but you would
5482210	5489010	know the moment you really understand would you i hope no but you you must have a sense like you
5489010	5493330	know i would really understand it if i really understood so there there's a thing that uh
5493330	5499410	philosophers say yeah okay we are clearly non-local and there's nothing about classicality here and
5499410	5505490	verna says no those are two different assumptions yes and i want to get to a point where i can say okay
5506130	5513490	those argument is correct and i believe okay those party this party okay that's a that's a big goal
5514210	5520530	i think it's achievable um and maybe ai tools can help you yeah we've been talking about this a bit
5520530	5527170	the difference between you and us yes because we our main goal is to learn stuff and your goal
5528290	5534770	is to teach and maybe to publish so you already have an idea of something you want to you want to
5534770	5540690	prove you want to show and then you can use ai to formalize that for you and for us it's it's like it's
5540690	5545890	a little more a little bit more different because our main goal is to understand and as you've already
5545890	5554930	said we cannot trust ai to to teach us something so that's a bit of a problem right yeah so when we
5554930	5563730	before talked about this chess a chess computer black box so are there people that are interested
5563730	5571010	to understand what this like forces do to like try to find new ways to yeah it's called explainable ai
5571010	5577810	it's um it's a field of research but i i think um i can come back to that in a second but you both
5577810	5583730	actually asked a similar question i think yeah i think you just asked the question which is it seems
5583730	5587890	that i'm about teaching and you're about understanding yeah exactly but actually what you didn't notice is
5587890	5594130	that got flipped uh i'm now far more interested in understanding than i am in teaching um because
5594130	5601840	i suddenly realized i can understand a lot more you when you become a domain expert the world the walls
5601840	5607040	close in i don't know how to explain this you get better and better at a certain sub area but at the
5607040	5615680	expense of operational competency in other areas does that make sense yeah sure yeah um so i may know
5615680	5620560	very very very very much about tensor networks but i don't even know very much about multicolor
5620560	5625760	methods which are literally an adjacent area of studying and the walls close in you spend more
5625760	5631360	energy on getting better at your domain and less energy on even just the neighboring domain and i know
5632000	5636640	little to nothing about nuclear physics like you probably know more nuclear physics than i do
5641970	5646130	maybe maybe not but it's it's you pick something else and you will know something more than me
5646850	5654690	the walls close in as a domain expert uh and with ai i've suddenly realized you can reach operational
5654690	5661970	competency in far more many areas very rapidly so you can develop a breadth of understanding instead of
5661970	5668450	a depth of understanding so you don't understand nuclear physics okay learn nuclear physics you don't
5668450	5672130	trust necessarily the output of an llm but you start to learn how to verify the output
5672130	5677090	and now all of a sudden you do know about nuclear physics because it teaches you the basic models
5677090	5683570	in the language that you know and that you can verify with little demonstration the uh examples
5683570	5684850	tailored to the way you think
5684850	5691810	of the way you think but when i asked gemma for to explain me what a hilbert space is or to define it
5691810	5698850	it it was correct but it was slightly off so yeah it took some properties split them in half combined
5698850	5708770	others and so i think that's it's not outputting the uh it in a way we should think about it and maybe
5708770	5715330	that i think that's a model problem rather than yeah okay than a llm problem okay because i think if
5715330	5719010	you had the experience if you ask opus 4.7 you would get a different experience
5720930	5726690	in opus 4.5 so this is a problem you know the good answers come only when you pay for them
5726690	5737020	and i don't know a solution to this problem but i thought hilbert space is maybe enough on the bottom
5737020	5745100	level that it could do that even if it can't define me for normal algebra right yeah but it was kind
5745100	5750220	of bad it's disappointing that you know i would have hoped for just a bit better yeah to be honest
5751580	5757340	but as i said i hope we can start with our 3090 gpu that you can access and then you can start with
5757340	5762140	maybe some pretty good models and then the server we can finally get running and then you get some
5762140	5767340	really decent models and then at some point well maybe we get credits from one of the labs and then
5767340	5777330	let us use them so i would claim that uh teaching that understanding is the goal yes actually i i have
5777330	5782530	that as a shared goal i mean we're not yet publishers right or not even like researchers
5782530	5789570	at least from from my understanding so there's not really like something i want i want to investigate
5789570	5795650	right but you're curious about things right yeah sure but i don't know how you think about this but like
5796530	5802290	for me currently i'm i'm attending lectures i'm i'm trying to follow the stuff that the professor says
5802290	5808450	yes i'm trying to to understand it so that's currently my main goal again in a couple of years
5808450	5814130	maybe i do my phd and then i'm a researcher yeah so i put it to you that i don't know much more than
5814130	5821150	you in some domains already and that that that you don't need to know much more to start stringing
5821150	5830340	things together it's a new idea i think the idea is you get breadth of understanding instead of depth
5830340	5834660	of understanding and that there's this used to be too expensive it used to be too expensive to get
5834660	5840900	breadth of understanding because you'd have to do a bachelor in in in nuclear physics and sorry a master's
5840900	5845140	thesis in nuclear physics and master's thesis in quantum optics you know so you have to do 10
5845140	5849380	master's theses in order to get this breadth of understanding but now you can you can get there
5849380	5859860	very much quicker so that's some yep would you say has changed so like the ability to ask yes yeah
5861140	5867920	because if you you know what stops you from understanding a thing when you're sitting in the
5867920	5875840	lectures just that yeah but also like this is this is impedance mismatch right so the lecturer is
5875840	5882160	saying something on the board and you're writing it down and it's building up and and your understanding
5882160	5887600	builds in a non-linear fashion it doesn't really build linearly it's this network effect thing and then
5887600	5891200	there's these things you get stuck on really quickly like what why is this why do they keep
5891200	5896480	defining this thing and i don't understand why they're defining this thing and your brain is losing
5896480	5903360	cycles just with these these questions in every in every lecture like why is it that they're going
5903360	5907600	on with this letter a i don't understand there's a but i'll write it down anyway and then so you know
5907600	5911440	at the end of the lecture you have three four five i don't know how many things you've collected
5911440	5917040	where you're you're spinning you're spinning on this and then eventually you you'll land them and
5917040	5922320	you'll be like oh okay i see now why why they but if you could ask a question for every one of
5922320	5928800	those things spinning in your head straight away and say why is it that people define that give me an
5928800	5936240	answer give me a picture give me a animation give me a you know stop the spinning plates in your head
5936800	5944480	by immediately asking for feedback then you with a bit of practice you can learn this much much faster
5946500	5950340	because you'll think the things that keep you slow you down don't slow other people down and vice versa
5954400	5959680	and a linear medium like video is a linear or a lecture like you can ask a question in a lecture
5959680	5968350	right and occasionally you do but you don't right you don't ask all your questions because you wouldn't
5968350	5973310	because then you'd be the annoying person who's stopping the lecture from working right but if you had
5975150	5979070	if you had a personal assistant who will answer every question for you
5980510	5984910	as soon as you have them and give you a little illustration or an animation or an interactive demo
5985710	5990430	then it stops those wheels there's plates spinning in your head and then you can you can learn much
5990430	5993230	faster it's the the interactive proof
5998190	6002270	yes and you can ask any question you don't have to be embarrassed and you won't disturb anyone else
6007680	6014320	i do i actually do um because there's stuff that these uh humans are still better interacting with
6014320	6024820	humans i think even despite what i just said but we'll see maybe more do you keep this information
6024820	6030820	as long as if you had it earned in a harder way earned it in a harder way i think so like i think i
6030820	6035780	understand scattering theory much better now yeah because i have these little demos that i made where
6035780	6041620	like wave packets come onto the onto the uh the atom and they scatter off and i can actually see the
6041620	6045780	detectives five because a textbook doesn't give you that a blackboard doesn't give you that an animation
6045780	6051860	from cern doesn't give you that but the thing that i was missing was connecting the packet coming
6051860	6059940	in scattering off the nucleus versus this p s wave expansion from taylor's book on scattering theory
6061060	6064900	and for me i now understand it far better than the hard way
6065620	6070820	how do you even visualize uh so this is a bit tangential but no i think this is the good way
6070820	6078580	yeah this is a good direction so how do you even visualize a red packet that's an interesting
6078580	6082180	question right what would be satisfying for you i actually came up with an answer for this
6082180	6094960	that satisfied me we can plug the the modulus and color in the face yeah but that's still just pure
6094960	6106110	state so why is it just pure states well the phase is right maybe um but do you need the phase
6106110	6110990	information maybe you can get information just from the probability distribution maybe that's enough
6110990	6117150	to help you understand something so i i did a thing right i'm going to show you because i was
6117150	6125150	this blew my mind i didn't think this was possible and then it was um i what i think is awesome are
6125150	6129070	these 3d movies that you see on these cosmology channels on youtube right they show you this or that
6129070	6133470	phenomena and you can like see the black holes merge or whatever and i was wondering couldn't we just
6133470	6138590	visualize quantum processes at the microscopics level in three dimensions like what's stopping
6138590	6143470	us right shouldn't we just shouldn't this be possible now like isn't this software to do 3d
6143470	6150830	animations and the answer is of course there's software to do 3d animations um so you make it
6150830	6155310	yourself you just ask claude to write you a 3d visualizer and it doesn't take that long
6155310	6164430	um you can get a 3d visualization happening in about an afternoon with claude so what do i do here this
6164430	6171790	is the picture i always wanted to have in um in teaching the hydrogen atom you have the hydrogen atom
6171790	6176990	the electron is in a p orbital it's in a magnetic field it's spinning around in the magnetic field
6177790	6182670	and then it's spontaneously emitting into the electromagnetic background field
6182670	6190430	uh so it collapses down to the 1s state uh and um it's physically correct so this is not the
6190430	6196830	i'm plotting here the electron density uh not the phase the phase information i can't plot this way
6196830	6204350	but the actual electron density cloud in three dimensions uh and it's physically correct and it's
6204350	6211870	using a density matrix not some stupid pure state garbage uh and you think it up and then it becomes
6211870	6219060	possible that's the kind of thing that where i think you can supercharge your understanding like
6219060	6225780	this i've written down these orbitals and on blackboards for years and like no it's the moment
6225780	6232580	right you're in the quantum theory lecture you know laguerre polynomials exponentials you've lost you
6232580	6243360	don't understand anything but you can visualize it so yeah okay but this image is on wikipedia
6244160	6252320	is it uh not spinning but uh exactly i looked for this image yeah uh i don't didn't find it anywhere
6252320	6256400	but it doesn't stop with that one i can now generate any image i want like hydrogen okay what happens if
6256400	6262080	i have a helium you know how does the the electron bounce between the nuclei you know this is this is
6262080	6268400	these questions i could just ask and it's a trivial corollary now of the code there's nothing stopping and
6268400	6277760	then i've used this to to generate um scattering movies i also wanted to render the what the black
6277760	6284720	hole looks like when you get up close to it but with the physically correct permissive thermal gas
6284720	6290240	around it rather than the stupid fake stuff things so you if you can think of the question then all of
6290240	6294480	a sudden you should ask her right and that's how you can supercharge your understanding is if you can see
6294480	6299360	it you can touch it you can feel it you can ask questions you can get feedback all the things you
6299360	6307120	can't get in a lecture and that gives you the breadth of understanding that you don't otherwise get
6307120	6319490	i don't know about depth i mean depth is still kind of hard work but talking about breadth here so yeah
6319490	6327490	my homework for you is kind of simple which is start asking yourself what your goal is what you want
6327490	6331650	and if your goal is understanding bell's theorem then we should start wondering how can we visualize
6331650	6337570	learn understand that in a way that accelerates your understanding and if your goal is to understand
6337570	6344880	this or that is fine that's a goal because probably if your goal is to understand something
6344880	6348640	and you'll build stuff to get you there and that stuff that you build will be interesting for someone
6348640	6357790	else that's the that's what i think unlocks the kind of interesting questions and by the way if you
6357790	6363710	want to know what a neutron star looks like i also wanted i really really annoyed me that i didn't i
6363710	6371230	want to visualize a real neutron star so i can't stop it at the right moment but there is one of
6371230	6381260	these frames is the the optical emission spectra of our nearest neutron star with the relativistic
6381260	6385900	corrections and the gas there's a gas there's an atmosphere around neutron stars of hydrogen atoms
6385900	6390780	and these hydrogen atoms in such a ginormous magnetic field that their wave functions are squished
6390780	6395660	and so they don't behave like normal hydrogen atoms and so they have a different emission
6398860	6411950	but that's a different frequency so yeah good okay so uh yeah is it clear what the homework is come
6411950	6417550	back with something you want to do and then if you want to start preparing some initial research in
6417550	6425260	the environmental costs elements that this discussion can go on many times good so it shouldn't be a full
6425260	6431820	seminar talk but yeah okay look it's better if it's like 10 minutes yeah if you just say i investigated
6431820	6436780	this model and found that it cost that much but to train it or whatever i don't know it starts a
6436780	6469300	discussion right i don't want the full answer so i signed you're registered now is that right uh i will do that
6469300	6477230	okay
